run,slice,method,eval_rows,examples,base_regret_rate,auroc,average_precision,log_loss,brier,top_k,topk_realized_regret,topk_lift,confidence_log_loss,confidence_brier,delta_log_loss_vs_confidence,delta_brier_vs_confidence
heldout_gsm8k,all,confidence_only,528000,500,0.38629166666666664,0.8823711758458277,0.7903496952746961,0.4195588107759902,0.13823537573003827,100,0.94,2.4333944558300074,0.4195588107759902,0.13823537573003827,0.0,0.0
heldout_gsm8k,all,fate_lite,528000,500,0.38629166666666664,0.877235860918276,0.7779978124077986,0.42924663902343996,0.14128143860888975,100,0.86,2.226297055333837,0.4195588107759902,0.13823537573003827,0.009687828247449737,0.00304606287885148
heldout_gsm8k,all,full_trace,528000,500,0.38629166666666664,0.8762445580138237,0.776728327588089,0.4319392701960346,0.14194552982705136,100,0.87,2.252184230395858,0.4195588107759902,0.13823537573003827,0.012380459420044398,0.0037101540970130853
heldout_gsm8k,activation_0.00_0.25,confidence_only,203000,500,0.49829556650246304,0.8579004052905841,0.8221963076714838,0.46364546028428016,0.15243296317662913,100,0.93,1.8663621804377486,0.46364546028428016,0.15243296317662913,0.0,0.0
heldout_gsm8k,activation_0.00_0.25,fate_lite,203000,500,0.49829556650246304,0.8529829289431261,0.812690109469895,0.4727717325526573,0.15511228911209124,100,0.9,1.8061569488107243,0.46364546028428016,0.15243296317662913,0.009126272268377145,0.002679325935462107
heldout_gsm8k,activation_0.00_0.25,full_trace,203000,500,0.49829556650246304,0.8523506023446054,0.8117939669366883,0.4749573422825691,0.15567517114835938,100,0.89,1.7860885382683829,0.46364546028428016,0.15243296317662913,0.01131188199828892,0.0032422079717302488
heldout_gsm8k,activation_0.25_0.50,confidence_only,172000,500,0.4009825581395349,0.8677533540799457,0.781116245978694,0.44831239241566717,0.14839082975689374,100,0.95,2.369180356392002,0.44831239241566717,0.14839082975689374,0.0,0.0
heldout_gsm8k,activation_0.25_0.50,fate_lite,172000,500,0.4009825581395349,0.862839469113434,0.7707507127410982,0.4585700344662072,0.15140800228329424,100,0.84,2.094854209862402,0.44831239241566717,0.14839082975689374,0.010257642050540028,0.003017172526400491
heldout_gsm8k,activation_0.25_0.50,full_trace,172000,500,0.4009825581395349,0.8615951325823363,0.7690738388141641,0.4621814238556347,0.15229885801834803,100,0.83,2.069915469268802,0.44831239241566717,0.14839082975689374,0.013869031439967539,0.003908028261454283
heldout_gsm8k,activation_0.50_0.75,confidence_only,108000,500,0.25730555555555557,0.8897979086367199,0.6987341454209701,0.36161499144695297,0.11944708297341855,100,0.83,3.2257368023318578,0.36161499144695297,0.11944708297341855,0.0,0.0
heldout_gsm8k,activation_0.50_0.75,fate_lite,108000,500,0.25730555555555557,0.8863539975120649,0.6858782186809665,0.3688960389947142,0.12189094369044068,100,0.82,3.186872503508582,0.36161499144695297,0.11944708297341855,0.00728104754776121,0.0024438607170221283
heldout_gsm8k,activation_0.50_0.75,full_trace,108000,500,0.25730555555555557,0.8850004634780875,0.6839325942750603,0.3714112885574737,0.1224708061201298,100,0.84,3.264601101155133,0.36161499144695297,0.11944708297341855,0.009796297110520713,0.0030237231467112463
heldout_gsm8k,activation_0.75_1.00,confidence_only,45000,500,0.13444444444444445,0.907148713650686,0.5632760962487373,0.24984162400551738,0.08046398180643494,100,0.78,5.801652892561983,0.24984162400551738,0.08046398180643494,0.0,0.0
heldout_gsm8k,activation_0.75_1.00,fate_lite,45000,500,0.13444444444444445,0.8991919625712134,0.5319639593764456,0.2656610123682246,0.0867201463210017,100,0.71,5.28099173553719,0.24984162400551738,0.08046398180643494,0.015819388362707215,0.006256164514566759
heldout_gsm8k,activation_0.75_1.00,full_trace,45000,500,0.13444444444444445,0.8971968427418073,0.5280216512659196,0.2675548913948539,0.08717620812080626,100,0.74,5.5041322314049586,0.24984162400551738,0.08046398180643494,0.017713267389336512,0.006712226314371322
heldout_gsm8k,confidence_quartile_1,confidence_only,205429,500,0.7377001299719125,0.6628896128934652,0.8353125756876443,0.5442061021210259,0.18148357774231247,100,0.94,1.274230492592959,0.5442061021210259,0.18148357774231247,0.0,0.0
heldout_gsm8k,confidence_quartile_1,fate_lite,205429,500,0.7377001299719125,0.6413522146188422,0.8216866638000605,0.5615471833601083,0.18722001442737504,100,0.86,1.1657853442871753,0.5442061021210259,0.18148357774231247,0.0173410812390824,0.005736436685062574
heldout_gsm8k,confidence_quartile_1,full_trace,205429,500,0.7377001299719125,0.6399876147381669,0.8208879150938153,0.5624097064273785,0.18764623646852222,100,0.87,1.1793409878253984,0.5442061021210259,0.18148357774231247,0.018203604306352594,0.0061626587262097465
heldout_gsm8k,confidence_quartile_2,confidence_only,95970,500,0.3964155465249557,0.5855680484583325,0.4654201177984015,0.67948654743887,0.24145510494185976,100,0.56,1.4126590263904955,0.67948654743887,0.24145510494185976,0.0,0.0
heldout_gsm8k,confidence_quartile_2,fate_lite,95970,500,0.3964155465249557,0.5635275249555851,0.43958151028590997,0.688690637646886,0.24560800760423165,100,0.45,1.1351724319209338,0.67948654743887,0.24145510494185976,0.009204090208015936,0.004152902662371893
heldout_gsm8k,confidence_quartile_2,full_trace,95970,500,0.3964155465249557,0.5612671056865584,0.43802553411021644,0.6960992111418038,0.24786979952519841,100,0.49,1.2360766480916834,0.67948654743887,0.24145510494185976,0.016612663702933794,0.006414694583338654
heldout_gsm8k,confidence_quartile_3,confidence_only,123378,500,0.11501240091426349,0.7230824349920303,0.22033317405017624,0.34913869775248035,0.10010312737704444,100,0.34,2.956202959830867,0.34913869775248035,0.10010312737704444,0.0,0.0
heldout_gsm8k,confidence_quartile_3,fate_lite,123378,500,0.11501240091426349,0.7018511457619256,0.19871261044561753,0.3550666809201865,0.10035714587448165,100,0.18,1.5650486257928118,0.34913869775248035,0.10010312737704444,0.005927983167706152,0.00025401849743721117
heldout_gsm8k,confidence_quartile_3,full_trace,123378,500,0.11501240091426349,0.6952468795020494,0.19605403443711633,0.3591589869902248,0.10072721527569967,100,0.18,1.5650486257928118,0.34913869775248035,0.10010312737704444,0.01002028923774445,0.000624087898655229
heldout_gsm8k,confidence_quartile_4,confidence_only,103223,500,0.0017728606996502718,0.8872085592522825,0.010139486822741186,0.013998610078071001,0.0017759455028378277,100,0.01,5.6406010928961745,0.013998610078071001,0.0017759455028378277,0.0,0.0
heldout_gsm8k,confidence_quartile_4,fate_lite,103223,500,0.0017728606996502718,0.6632946937684554,0.0037816597246676546,0.013399064359204854,0.0017759104871265616,100,0.0,0.0,0.013998610078071001,0.0017759455028378277,-0.0005995457188661471,-3.5015711266064495e-08
heldout_gsm8k,confidence_quartile_4,full_trace,103223,500,0.0017728606996502718,0.6391573223195195,0.003616939235730462,0.0136763346509738,0.0017793903536275915,100,0.0,0.0,0.013998610078071001,0.0017759455028378277,-0.0003222754270972017,3.4448507897637433e-06
heldout_gsm8k,high_confidence_q75,confidence_only,103223,500,0.0017728606996502718,0.8872085592522825,0.010139486822741186,0.013998610078071001,0.0017759455028378277,100,0.01,5.6406010928961745,0.013998610078071001,0.0017759455028378277,0.0,0.0
heldout_gsm8k,high_confidence_q75,fate_lite,103223,500,0.0017728606996502718,0.6632946937684554,0.0037816597246676546,0.013399064359204854,0.0017759104871265616,100,0.0,0.0,0.013998610078071001,0.0017759455028378277,-0.0005995457188661471,-3.5015711266064495e-08
heldout_gsm8k,high_confidence_q75,full_trace,103223,500,0.0017728606996502718,0.6391573223195195,0.003616939235730462,0.0136763346509738,0.0017793903536275915,100,0.0,0.0,0.013998610078071001,0.0017759455028378277,-0.0003222754270972017,3.4448507897637433e-06
heldout_gsm8k,early_high_confidence_q75,confidence_only,56527,500,0.002423620570700727,0.8929144397140354,0.013398963721596756,0.017191729017342124,0.002416866120219459,100,0.0,0.0,0.017191729017342124,0.002416866120219459,0.0,0.0
heldout_gsm8k,early_high_confidence_q75,fate_lite,56527,500,0.002423620570700727,0.7577740009293981,0.010434567424792793,0.016170714332101262,0.00241046236149722,100,0.02,8.252116788321167,0.017191729017342124,0.002416866120219459,-0.0010210146852408612,-6.403758722238993e-06
